DISPUTE.id,DISPUTE.title,DISPUTE.economic_sector,DISPUTE.case_respondent,DISPUTE.amount_of_damages,DISPUTE.case_law_text,DISPUTE.case_treaties_tid,DISPUTE.case_claimant,DISPUTE.arbitration_rules,DISPUTE.outcome,DISPUTE.case_treaties,DISPUTE.case_country,DISPUTE.icsid_caseno
2979,"OI European Group B.V. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/11/25",Manufacturing,VEN,"US $372,461,982",Netherlands-Venezuela BIT,192.0,OI European Group B.V.,ICSID,In favour of Investor,Netherlands-Venezuela BIT,,ARB/11/25
767,"Occidental Petroleum Corporation and Occidental Exploration and Production Company v. The Republic of Ecuador, ICSID Case No. ARB/06/11",,ECU,,Ecuador-United States BIT,172.0,Occidental Petroleum Corporation,ICSID,,Ecuador-United States BIT,,ARB/06/11
761,"Occidental Exploration and Production Company v. The Republic of Ecuador, LCIA Case No. UN3467",,ECU,,Ecuador-United States BIT,172.0,Occidental Exploration and Production Company,UNCITRAL,,Ecuador-United States BIT,,UN3467
1924,"OAO Gazprom v. The Republic of Lithuania, UNCITRAL",,LTU,,Lithuania-Russian Federation BIT,401.0,OAO Gazprom,UNCITRAL,,Lithuania-Russian Federation BIT,,
759,"Nykomb Synergetics Technology Holding AB v. The Republic of Latvia, SCC",,LVA,,Energy Charter Treaty (ECT),59.0,Nykomb Synergetics Technology Holding AB,SCC,,Energy Charter Treaty (ECT),,
2723,"Nusa Tenggara Partnership B.V. and PT Newmont Nusa Tenggara v. Republic of Indonesia, ICSID Case No. ARB/14/15",,IDN,,Indonesia-Netherlands BIT,1082.0,"Nusa Tenggara Partnership B.V., PT Newmont Nusa Tenggara",ICSID,,Indonesia-Netherlands BIT,,ARB/14/15
3386,"Interbrew Central European Holding B.V. v. Republic of Slovenia, ICSID Case No. ARB/04/17",Other service activities,,,Slovenia-Netherlands BIT,2005.0,,ICSID,Settled,Slovenia-Netherlands BIT,,ARB/04/17
2640,OKKV (OKKB) and others v. Kyrgyz Republic,,KGZ,,,1731.0,OKKV (OKKB),,,Moscow Convention for the Protection of Investors Rights,,
756,"Pren Nreka v. Czech Republic, UNCITRAL",,CZE,,Croatia-Czech Republic BIT,469.0,Nreka,UNCITRAL,,Croatia-Czech Republic BIT,,
1656,"Novera AD, Novera Properties B.V. and Novera Properties N.V. v. Republic of Bulgaria, ICSID Case No. ARB/12/16",,BGR,,Bulgaria-Netherlands BIT,826.0,Novera AD,ICSID,,Bulgaria-Netherlands BIT,,ARB/12/16
753,"Nova Scotia Power Incorporated (Canada) v. República Bolivariana de Venezuela, UNCITRAL",,VEN,,Canada-Venezuela BIT,467.0,Nova Scotia Power Incorporated (Canada),UNCITRAL,,Canada-Venezuela BIT,,
2532,"Nova Scotia Power Incorporated v. Bolivarian Republic of Venezuela, ICSID Case No. ARB(AF)/11/1",,VEN,,Canada-Venezuela BIT,467.0,Nova Scotia Power Incorporated,ICSID Additional Facility,,Canada-Venezuela BIT,,ARB(AF)/11/1
750,"Nordzucker v. Poland, UNCITRAL",,POL,,Germany-Poland BIT,466.0,Nordzucker,UNCITRAL,,Germany-Poland BIT,,
747,"Noble Ventures, Inc. v. Romania, ICSID Case No. ARB/01/11",,ROU,,Romania-United States BIT,114.0,"Noble Ventures, Inc.",ICSID,,Romania-United States BIT,,ARB/01/11
745,"Noble Energy, Inc. and Machalapower Cia. Ltda. v. The Republic of Ecuador and Consejo Nacional de Electricidad, ICSID Case No. ARB/05/12",,ECU,,Ecuador-United States BIT,172.0,"Noble Energy, Inc., Machalapower Cia. Ltda.",ICSID,,Ecuador-United States BIT,,ARB/05/12
4113,"Niko Resources (Bangladesh) Ltd. v. Bangladesh Petroleum Exploration and Production Company Limited (""Bapex"") and Bangladesh Oil Gas and Mineral Corporation (""Petrobangla""), ICSID Case No. ARB/10/11","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,,,,ARB/10/11
4112,"Niko Resources (Bangladesh) Ltd. v. Bangladesh Petroleum Exploration and Production Company Limited (""Bapex"") and Bangladesh Oil Gas and Mineral Corporation (""Petrobangla""), ICSID Case No. ARB/10/11","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,,,,ARB/10/11
3338,"Niko Resources (Bangladesh) Ltd. v. Bangladesh Petroleum Exploration & Production Company Limited (""Bapex"") and Bangladesh Oil Gas and Mineral Corporation (""Petrobangla""), ICSID Case No. ARB/10/18","Electricity, gas, steam and air conditioning supply",,,,,,ICSID,Pending,,,ARB/10/18
2585,"NextEra Energy Global Holdings B.V. and NextEra Energy Spain Holdings B.V. v. Kingdom of Spain, ICSID Case No. ARB/14/11",,ESP,,Energy Charter Treaty (ECT),59.0,"NextEra Energy Global Holdings B.V., NextEra Energy Spain Holdings B.V.",ICSID,,Energy Charter Treaty (ECT),,ARB/14/11
3351,"Newmont USA Limited and Newmont (Uzbekistan) Limited v. Republic of Uzbekistan, ICSID Case No. ARB/06/20","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,,Settled,,,ARB/06/20
743,"Georg Nepolsky v. Czech Republic, UNCITRAL",,CZE,,Czech Republic-Germany BIT,149.0,Nepolsky,UNCITRAL,,Czech Republic-Germany BIT,,
739,"Nations Energy Corporation, Electric Machinery Enterprises Inc., and Jamie Jurado v. The Republic of Panama, ICSID Case No. ARB/06/19",,PAN,,Panama-United States of America BIT,460.0,"Nations Energy Corporation, Electric Machinery Enterprises Inc., Jamie Jurado",ICSID,,Panama-United States of America BIT,,ARB/06/19
732,"National Grid plc v. The Argentine Republic, UNCITRAL",,ARG,,Argentina-United Kingdom BIT,119.0,National Grid plc,UNCITRAL,,Argentina-United Kingdom BIT,,
2494,"National Gas S.A.E. v. Arab Republic of Egypt, ICSID Case No. ARB/11/7",,EGY,,Egypt-United Arab Emirates BIT,984.0,National Gas S.A.E.,ICSID,,Egypt-United Arab Emirates BIT,,ARB/11/7
728,"William Nagel v. The Czech Republic, SCC Case No. 049/2002",,CZE,,Czech Republic-United Kingdom BIT,455.0,Nagel,SCC,,Czech Republic-United Kingdom BIT,,049/2002
1921,"Mikhail Nadel and Ithaca Holdings Inc. v. The Kyrgyz Republic, UNCITRAL",,KGZ,,Kyrgyz Republic-United States BIT,850.0,"Nadel, Ithaca Holdings Inc.",UNCITRAL,,Kyrgyz Republic-United States BIT,,
1920,Mikhail Nadel v. The Kyrgyz Republic,,KGZ,,Kyrgyz Foreign Investment Law,,Nadel,,,,,
3780,"Nabucco Gas Pipeline International GmbH in Liqu. v. Republic of Turkey, ICSID Case No. ARB/15/26","Mining and quarrying, including hydrocarbons (oil and gas)",,,Austria-Turkey BIT (German),767.0,,ICSID,Discontinued,Austria-Turkey BIT,,ARB/15/26
3022,Desarrollos en Salud S.A. S/Concurso preventivo/ S/ Incidente de Revisión (N.V. NISSHO IWAI S.A. (BENELUX)),,ARG,,,176.0,N.V. NISSHO IWAI S.A. (BENELUX),,,Argentina-Belgium-Luxembourg BIT,ARG,
2946,Desarrollos en Salud S.A. S/Concurso preventivo/ S/ Incidente de Revisión (N.V. NISSHO IWAI S.A. (BENELUX)),,,,,176.0,N.V. NISSHO IWAI S.A. (BENELUX),,,Argentina-Belgium-Luxembourg BIT,ARG,
2797,"Mytilineos Holdings SA v. Republic of Serbia, UNCITRAL",,SRB,,Greece-Serbia BIT,1088.0,Mytilineos Holdings SA,UNCITRAL,,Greece-Serbia BIT,,
725,"Mytilineos Holdings SA v. The State Union of Serbia & Montenegro and Republic of Serbia, UNCITRAL",,SRB,,,450.0,Mytilineos Holdings SA,UNCITRAL,,Greece-Yugoslavia BIT,,
2307,Mr. Gennady Mykhailenko & United Pipe Export Company Trading Ag v. The Republic of Belarus,,BLR,,Belarus-Switzerland BIT,988.0,"Mykhailenko, United Pipe Export Company Trading Ag",,,Belarus-Switzerland BIT,,
723,"Murphy Exploration and Production Company International v. Republic of Ecuador, ICSID Case No. ARB/08/4",,ECU,,Ecuador-United States BIT,172.0,Murphy Exploration,ICSID,,Ecuador-United States BIT,,ARB/08/4
2546,Nokia v. India,,IND,,Finland-India BIT,1047.0,Nokia,,,Finland-India BIT,,
2036,"Muhammet Çap & Sehil In_aat Endustri ve Ticaret Ltd. Sti. v. Turkmenistan, ICSID Case No. ARB/12/6",,TKM,,Turkey-Turkmenistan BIT,634.0,Muhammet Çap & Sehil Inşaat Endustri ve Ticaret Ltd. Sti.,ICSID,,Turkey-Turkmenistan BIT,,ARB/12/6
717,"MTD Equity Sdn. Bhd. and MTD Chile S.A. v. Republic of Chile, ICSID Case No. ARB/01/7",,CHL,,Chile-Malaysia BIT,447.0,MTD Equity Sdn. Bhd.,ICSID,,Chile-Malaysia BIT,,ARB/01/7
3596,"Motorola Credit Corporation, Inc v. Republic of Turkey, ICSID Case No. ARB/04/21",Information and communication,,,Turkey-United States BIT,515.0,,ICSID,Settled,Turkey-United States BIT,,ARB/04/21
2516,"MOL Hungarian Oil and Gas Company Plc v. Republic of Croatia, ICSID Case No. ARB/13/32",,HRV,,Energy Charter Treaty (ECT),59.0,MOL Hungarian Oil and Gas Company Plc,ICSID,,Energy Charter Treaty (ECT),,ARB/13/32
3198,"Mobil Investments Canada Inc. v. Canada, ICSID Case No. ARB/15/6","Mining and quarrying, including hydrocarbons (oil and gas)",,,NAFTA,11.0,,ICSID,Pending,NAFTA,,ARB/15/6
2183,"Mobil Exploration and Development Inc. Suc. Argentina and Mobil Argentina S.A. v. Argentine Republic, ICSID Case No. ARB/04/16",,ARG,,Argentina-United States BIT,179.0,"Mobil Exploration and Development Inc. Suc. Argentina , Mobil Argentina S.A.",ICSID,,Argentina-United States BIT,,ARB/04/16
2028,"MNSS B.V. and Recupero Credito Acciaio N.V. v. Montenegro, ICSID Case No. ARB(AF)/12/8",,MNE,,Montenegro-Netherlands BIT,890.0,"MNSS B.V. , Recupero Credito Acciaio N.V.",ICSID Additional Facility,,Montenegro-Netherlands BIT,,ARB(AF)/12/8
709,"Mr. Patrick Mitchell v. Democratic Republic of the Congo, ICSID Case No. ARB/99/7",,COD,,Dominican Republic of Congo-United States BIT,87.0,Mitchell,ICSID,,Dominican Republic of Congo-United States BIT,,ARB/99/7
3353,"Misima Mines Pty. Ltd. v. Independent State of Papua New Guinea, ICSID Case No. ARB/96/2","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,Discontinued,,,ARB/96/2
707,"David Minnotte & Robert Lewis v. Republic of Poland, ICSID Case No. ARB (AF)/10/1",,POL,,Poland-United States Business and Economic Relations Treaty,185.0,"Minnotte, Lewis",ICSID Additional Facility,,Poland-United States Business and Economic Relations Treaty,,ARB(AF)/10/1
3586,"Miminco LLC and others v. Democratic Republic of the Congo, ICSID Case No. ARB/03/14","Mining and quarrying, including hydrocarbons (oil and gas)",,,,2275.0,,ICSID,Settled,Zaire - United States of America BIT,,ARB/03/14
705,"Millicom International Operations B.V. and Sentel GSM SA v. The Republic of Senegal, ICSID Case No. ARB/08/20",,SEN,,Netherlands-Senegal BIT,439.0,"Millicom International Operations B.V. , Sentel GSM SA",ICSID,,Netherlands-Senegal BIT,,ARB/08/20
680,"Metalpar S.A. and Buen Aire S.A. v. The Argentine Republic, ICSID Case No. ARB/03/5",,ARG,,Argentina-Chile BIT,426.0,"Metalpar S.A., Buen Aire S.A.",ICSID,,Argentina-Chile BIT,,ARB/03/5
697,"Ioan Micula, Viorel Micula, S.C. European Food S.A, S.C. Starmill S.R.L. and S.C. Multipack S.R.L. v. Romania, ICSID Case No. ARB/05/20",,ROU,,Romania-Sweden BIT,431.0,"Micula, S.C. European Food S.A",ICSID,,Romania-Sweden BIT,,ARB/05/20
702,"Mihaly International Corporation v. Democratic Socialist Republic of Sri Lanka, ICSID Case No. ARB/00/2",,LKA,,Sri Lanka-United States BIT,435.0,Mihaly International Corporation,ICSID,,Sri Lanka-United States BIT,,ARB/00/2
699,"Middle East Cement Shipping and Handling Co. S.A. v. Arab Republic of Egypt, ICSID Case No. ARB/99/6",,EGY,,Egypt-Greece BIT,433.0,Middle East Cement Shipping and Handling Co. S.A.,ICSID,,Egypt-Greece BIT,,ARB/99/6
683,"Methanex Corporation v. United States of America, UNCITRAL",,USA,,NAFTA,11.0,Methanex Corporation,UNCITRAL,,NAFTA,,
2272,"Metal-Tech Ltd. v. Republic of Uzbekistan, ICSID Case No. ARB/10/3",,UZB,,Israel-Uzbekistan BIT,977.0,Metal-Tech Ltd.,ICSID,,Israel-Uzbekistan BIT,,ARB/10/3
1225,"Mobil Investments Canada Inc. and Murphy Oil Corporation v. Canada, ICSID Case No. ARB(AF)/07/4",,CAN,,NAFTA,11.0,Mobil Investments Canada Inc.,ICSID Additional Facility,,NAFTA,,ARB(AF)/07/4
1619,"Mesa Power Group, LLC v. Government of Canada, UNCITRAL, PCA Case No. 2012-17",,CAN,,NAFTA,11.0,"Mesa Power Group, LLC",UNCITRAL,,NAFTA,,2012-17
1191,Merck v. Ecuador,,ECU,,Ecuador-United States BIT,172.0,Merck,,,Ecuador-United States BIT,,
2370,"Michael McKenzie v. Vietnam, UNCITRAL",,VNM,,United States-Vietnam Trade Relations Treaty,1008.0,McKenzie,UNCITRAL,,United States-Vietnam Trade Relations Treaty,,
1217,"Mercer International Inc. v. Government of Canada, ICSID Case No. ARB(AF)/12/3",,CAN,,NAFTA,11.0,Mercer International Inc.,,,NAFTA,,ARB(AF)/12/3
665,"Mercuria Energy Group Limited v. Republic of Poland, SCC",,POL,,Energy Charter Treaty (ECT),59.0,Mercuria Energy Group Limited,SCC,,Energy Charter Treaty (ECT),,
3361,"Maritime International Nominees Establishment v. Republic of Guinea, ICSID Case No. ARB/84/4","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,Settled,,,ARB/84/4
2068,"Marfin Investment Group v. The Republic of Cyprus, ICSID Case No. ARB/13/27",,CYP,,Cyprus-Greece BIT,915.0,Marfin Investment Group,ICSID,,Cyprus-Greece BIT,,ARB/13/27
660,"Malicorp Limited v. The Arab Republic of Egypt, ICSID Case No. ARB/08/18",,EGY,,Egypt-United Kingdom BIT,396.0,Malicorp Limited,ICSID,,Egypt-United Kingdom BIT,,ARB/08/18
2034,"Mr. Yosef Maiman and Others v. Egypt, UNCITRAL",,EGY,,Egypt-Poland BIT,894.0,Maiman,UNCITRAL,,Egypt-Poland BIT,,
3044,"Kohlhofer and Minarik v. Czech Republic, ECHR Applications nos. 32921/03, 28464/04 and 5344/05",,CZE,,,,"Kohlhofer, Minarik",,,,,
715,"Mondev International Ltd. v. United States of America, ICSID Case No. ARB(AF)/99/2",Construction,USA,,NAFTA,11.0,Mondev International Ltd.,ICSID Additional Facility,In favour of State,NAFTA,,ARB(AF)/99/2
671,"Metalclad Corporation v. The United Mexican States, ICSID Case No. ARB(AF)/97/1","Water supply; sewerage, waste management and remediation activities",MEX,"US $16,685,000",NAFTA,11.0,Metalclad Corporation,ICSID Additional Facility,In favour of Investor,NAFTA,,ARB(AF)/97/1
1603,"Merck Sharpe & Dohme (I.A.) Corporation v. The Republic of Ecuador, PCA Case No. 2012-10",Manufacturing,ECU,,Ecuador-United States BIT,172.0,Merck Sharpe & Dohme (I.A.) Corporation,UNCITRAL,,Ecuador-United States BIT,,2012-10
669,"Merrill and Ring Forestry L.P. v. Canada,  ICSID Case No. UNCT/07/1","Agriculture, forestry and fishing",CAN,,NAFTA,11.0,Merrill & Ring Forestry L.P.,ICSID,In favour of State,NAFTA,,UNCT/07/1
646,"Malaysian Historical Salvors, SDN, BHD v. The Government of Malaysia, ICSID Case No. ARB/05/10",,MYS,,Malaysia-United Kingdom BIT,420.0,"Malaysian Historical Salvors, SDN, BHD",ICSID,,Malaysia-United Kingdom BIT,,ARB/05/10
3365,"Manufacturers Hanover Trust Company v. Arab Republic of Egypt and General Authority for Investment and Free Zones, ICSID Case No. ARB/89/1",Financial and insurance activities,,,,,,ICSID,Settled,,,ARB/89/1
3003,"Mamidoil Jetoil Greek Petroleum Products Societe S.A. v. Republic of Albania, ICSID Case No. ARB/11/24","Mining and quarrying, including hydrocarbons (oil and gas)",ALB,US $0,Albania-Greece BIT,490.0,Mamidoil Jetoil Greek Petroleum Products Societe S.A.,ICSID,In favour of State,Albania-Greece BIT,,ARB/11/24
641,"Emilio Agustín Maffezini v. The Kingdom of Spain, ICSID Case No. ARB/97/7",,ESP,,Argentina-Spain BIT,332.0,Maffezini,ICSID,,Argentina-Spain BIT,,ARB/97/7
662,"M.C.I. Power Group L.C. and New Turbine, Inc. v. Republic of Ecuador, ICSID Case No. ARB/03/6",,ECU,,Ecuador-United States BIT,172.0,"M.C.I. Power Group L.C. , New Turbine, Inc.",ICSID,,Ecuador-United States BIT,,ARB/03/6
1651,"M. Meerapfel Söhne AG v. Central African Republic, ICSID Case No. ARB/07/10",,CAF,,Central African Republic-Switzerland BIT,820.0,M. Meerapfel Söhne AG,ICSID,,Central African Republic-Switzerland BIT,,ARB/07/10
2268,"Lundin Tunisia B. V. v. Republic of Tunisia, ICSID Case No. ARB/12/30",,TUN,,Sweden-Tunisia BIT,975.0,Lundin Tunisia B. V.,ICSID,,Sweden-Tunisia BIT,,ARB/12/30
2022,"LSF-KEB Holdings SCA and others v. Republic of Korea, ICSID Case No. ARB/12/37",,KOR,,Belgium-Luxembourg-Korea BIT,886.0,LSF-KEB Holdings SCA,ICSID,,Belgium-Luxembourg-Korea BIT,,ARB/12/37
2406,"Longreef Investments A.V.V. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/11/5",,VEN,,Netherlands-Venezuela BIT,192.0,Longreef Investments AVV,,,Netherlands-Venezuela BIT,,ARB/11/5
1606,"Lone Pine Resources Inc. v. The Government of Canada, ICSID Case No. UNCT/15/2",,CAN,,NAFTA,11.0,Lone Pine Resources Inc.,UNCITRAL,,NAFTA,,UNCT/15/2
632,"Loewen Group, Inc. and Raymond L. Loewen v. United States of America, ICSID Case No. ARB(AF)/98/3",,USA,,NAFTA,11.0,"Loewen Group, Inc.",ICSID Additional Facility,,NAFTA,,ARB(AF)/98/3
3828,"Lion Mexico Consolidated L.P. v. United Mexican States, ICSID Case No. ARB(AF)/15/2",Construction,,,North American Free Trade Agreement (NAFTA),11.0,,ICSID Additional Facility,,NAFTA,,ARB(AF)/15/2
3792,Menzies Middle East and Africa S.A. and Aviation Handling Services International Ltd. v. Republic of Senegal (ICSID Case No. ARB/15/21),Other service activities,,,Netherlands - Senegal BIT (1979) (French),439.0,,ICSID,,Netherlands-Senegal BIT,,ARB/15/21
628,"Link-Trading Joint Stock Company v. Department for Customs Control of the Republic of Moldova, UNCITRAL",,MDA,,Moldova-United States BIT,414.0,Link-Trading Joint Stock Company,UNCITRAL,,Moldova-United States BIT,,
2542,Lindzor Capital Partners v. Uruguay,,URY,,Spain-Uruguay BIT,1044.0,Lindzor Capital Partners,,,Spain-Uruguay BIT,,
1977,"Liman Caspian Oil BV and NCL Dutch Investment BV v. Republic of Kazakhstan, ICSID Case No. ARB/07/14",,KAZ,,Energy Charter Treaty (ECT),59.0,"Liman Caspian Oil BV , NCL Dutch Investment BV",ICSID,,Energy Charter Treaty (ECT),,ARB/07/14
3545,"Liberian Eastern Timber Corporation v. Republic of Liberia, ICSID Case No. ARB/83/2","Agriculture, forestry and fishing",,,,,,ICSID,In favour of Investor,,,ARB/83/2
626,"Libananco Holdings Co. Limited v. Republic of Turkey, ICSID Case No. ARB/06/8",,TUR,,Energy Charter Treaty (ECT),59.0,Libananco Holdings Co. Limited,ICSID,,Energy Charter Treaty (ECT),,ARB/06/8
621,"LG&E Energy Corp., LG&E Capital Corp., and LG&E International, Inc .v. Argentine Republic, ICSID Case No. ARB/02/1",,ARG,,Argentina-United States BIT,179.0,LG&E Energy Corp.,ICSID,,Argentina-United States BIT,,ARB/02/1
2556,"Renée Rose Levy and Gremcitel S.A. v. Republic of Peru, ICSID Case No. ARB/11/17",,PER,,France-Peru BIT,1028.0,"Levy, Gremcitel S.A.",ICSID,,France-Peru BIT,,ARB/11/17
2444,"Renée Rose Levy de Levi v. Republic of Peru, ICSID Case No. ARB/10/17",,PER,,France-Peru BIT,1028.0,Levy,ICSID,,France-Peru BIT,,ARB/10/17
1904,"Ilya Levitis v. The Kyrgyz Republic, UNCITRAL",,KGZ,,Kyrgyz Republic-United States BIT,850.0,Levitis,UNCITRAL,,Kyrgyz Republic-United States BIT,,
614,"Joseph Charles Lemire v. Ukraine, ICSID Case No. ARB/06/18",,UKR,,Ukraine-United States BIT,337.0,Lemire,ICSID,,Ukraine-United States BIT,,ARB/06/18
612,"Joseph Charles Lemire v. Ukraine, ICSID Case No. ARB(AF)/98/1",,UKR,,Ukraine-United States BIT,337.0,Lemire,ICSID Additional Facility,,Ukraine-United States BIT,,ARB(AF)/98/1
3369,"Leaf Tobacco A. Michaelides S.A. and Greek-Albanian Leaf Tobacco & Co. S.A. v. Republic of Albania, ICSID Case No. ARB/95/1",Other service activities,,,Albania-Greece BIT,1973.0,,ICSID,Settled,BIT Greece-Albania,,ARB/95/1
3368,"Leaf Tobacco A. Michaelides S.A. and Greek-Albanian Leaf Tobacco & Co. S.A. v. Republic of Albania, ICSID Case No. ARB/95/1",Other service activities,,,Albania-Greece BIT,1973.0,,ICSID,Settled,BIT Greece-Albania,,ARB/95/1
3367,"Leaf Tobacco A. Michaelides S.A. and Greek-Albanian Leaf Tobacco & Co. S.A. v. Republic of Albania, ICSID Case No. ARB/95/1",Other service activities,,,Albania-Greece BIT,1973.0,,ICSID,Settled,BIT Greece-Albania,,ARB/95/1
610,"Ronald S. Lauder v. The Czech Republic, UNCITRAL",,CZE,,Czech Republic-United States BIT,408.0,Lauder,UNCITRAL,,Czech Republic-United States BIT,,
1547,"Laskaridis Shipping Co. LTD, Lavinia Corporation, A.K.Laskaridis and P.K.Laskaridis v. Ukraine, UNCITRAL",,UKR,,,810.0,"Laskaridis Shipping Co. LTD, Lavinia Corporation, Laskaridis",UNCITRAL,,Greece-Ukraine BIT,,
608,"Lanco International Inc. v. The Argentine Republic, ICSID Case No. ARB/97/6",,ARG,,Argentina-United States BIT,179.0,Lanco International Inc.,ICSID,,Argentina-United States BIT,,ARB/97/6
3371,"Lafarge v. Republic of Cameroon, ICSID Case No. ARB/02/4",Construction,,,,,,ICSID,Discontinued,,,ARB/02/4
618,"L.E.S.I. S.p.A. and ASTALDI S.p.A. v. République Algérienne Démocratique et Populaire, ICSID Case No. ARB/05/3",,DZA,,,243.0,"L.E.S.I. S.p.A., ASTALDI S.p.A.",ICSID,,Algeria-Italy BIT,,ARB/05/3
2277,"KT Asia Investment Group B.V. v. Republic of Kazakhstan, ICSID Case No. ARB/09/8",,KAZ,,Netherlands-Kazakhstan BIT,979.0,KT Asia Investment Group B.V.,ICSID,,Netherlands-Kazakhstan BIT,,ARB/09/8
1185,Konsortium Oeconomismus v. Czech Republic,,CZE,,Czech Republic-Switzerland BIT,629.0,Konsortium Oeconomismus,,,Czech Republic-Switzerland BIT,,
4187,"Kompozit LLC v Republic of Moldova, SCC",Financial and insurance activities,,,1998 Russia-Moldova BIT,3225.0,,SCC,,1998 Russia-Moldova BIT,,
2469,"Koch Minerals Sàrl and Koch Nitrogen International Sàrl v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/11/19",,VEN,,Germany-Venezuela BIT,1034.0,"Koch Minerals Sàrl, Koch Nitrogen International Sàrl",ICSID,,Germany-Venezuela BIT,,ARB/11/19
3373,"Klöckner Industrie-Anlagen GmbH and others v. United Republic of Cameroon and Société Camerounaise des Engrais, ICSID Case No. ARB/81/2",Other service activities,,,,,,ICSID,In favour of Investor,,,ARB/81/2
1220,"Kiliç Ĭnşaat Ĭthalat Ĭhracat Sanayi Ve Ticaret Anonim Şirketi v. Turkmenistan, ICSID Case No. ARB/10/1",,TKM,,Turkey-Turkmenistan BIT,634.0,Kılıç İnşaat İthalat İhracat Sanayi ve Ticaret Anonim Şirketi,ICSID,,Turkey-Turkmenistan BIT,,ARB/10/1
604,"Khan Resources Inc., Khan Resources B.V., and Cauc Holding Company Ltd. v. The Government of Mongolia, UNCITRAL",,MNG,,Energy Charter Treaty (ECT),59.0,"Khan Resources Inc., Cauc Holding Company Ltd.",UNCITRAL,,Energy Charter Treaty (ECT),,
2262,"Khaitan Holdings Mauritius Limited v. India, UNCITRAL",,IND,,India-Mauritius BIT,874.0,Khaitan Holdings Mauritius Limited,UNCITRAL,,India-Mauritius BIT,,
3375,Kenex Inc. v. United States of America,Other service activities,,,,,,ICSID,Unknown (Data not available),,,
2693,"KBR, Inc. v. United Mexican States, ICSID Case No. UNCT/14/1",,MEX,,NAFTA,11.0,"KBR, Inc.",UNCITRAL,,NAFTA,,UNCT/14/1
1579,"Karmer Marble Tourism Construction Industry and Commerce Limited Liability Company v. Georgia, ICSID Case No. ARB/08/19",,GEO,,Georgia-Turkey BIT,813.0,Karmer Marble Tourism Construction Industry and Commerce Limited Liability Company,ICSID,,Georgia-Turkey BIT,,ARB/08/19
2024,"Karkey Karadeniz Elektrik Uretim A.S. v. Islamic Republic of Pakistan, ICSID Case No. ARB/13/1",,PAK,,Pakistan-Turkey BIT,134.0,Karkey Karadeniz Elektrik Uretim A.S.,ICSID,,Pakistan-Turkey BIT,,ARB/13/1
599,"Ioannis Kardassopoulos v. The Republic of Georgia, ICSID Case No. ARB/05/18",,GEO,,Energy Charter Treaty (ECT),59.0,Kardassopoulos,ICSID,,Energy Charter Treaty (ECT),,ARB/05/18
593,"Kaliningrad Region v. Lithuania, ICC",,LTU,,Lithuania-Russian Federation BIT,401.0,Kaliningrad Region,ICC,,Lithuania-Russian Federation BIT,,
3250,"Kaiser Bauxite Company v. Jamaica, ICSID Case No. ARB/74/3","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,Settled,,,ARB/74/3
2467,"JSC BTA Bank v. Kyrgyz Republic, UNCITRAL",,KGZ,,,860.0,JSC BTA Bank,UNCITRAL,,Kazakhstan-Kyrgyz Republic BIT,,
590,"Joy Mining Machinery Limited v. Arab Republic of Egypt, ICSID Case No. ARB/03/11",,EGY,,Egypt-United Kingdom BIT,396.0,Joy Mining Machinery Limited,ICSID,,Egypt-United Kingdom BIT,,ARB/03/11
3377,John R. Andre v. Government of Canada,Other service activities,,,NAFTA,11.0,,,Unknown (Data not available),NAFTA,,
2581,JML Heirs LLC and J.M. Longyear LLC v. Canada,,CAN,,NAFTA,11.0,"JML Heirs LLC, J.M. Longyear LLC",,,NAFTA,,
587,"Jan de Nul N.V. and Dredging International N.V. v. Arab Republic of Egypt, ICSID Case No. ARB/04/13",,EGY,,Belgium-Luxembourg-Egypt BIT,394.0,"Jan de Nul N.V. , Dredging International N.V.",ICSID,,Belgium-Luxembourg-Egypt BIT,,ARB/04/13
3582,"JacobsGibb Limited v. Hashemite Kingdom of Jordan, ICSID Case No. ARB/02/12",Construction,,,Jordan - United Kingdom of Great Britain and Northern Ireland BIT,2271.0,,ICSID,Settled,Jordan - United Kingdom of Great Britain and Northern Ireland BIT,,ARB/02/12
1581,"iZee Enterprises LLC, Lazer-2 Tbilisi Ltd., and Cafe Rustaveli Ltd. v. Georgia, UNCITRAL",,GEO,,Georgia-United States BIT,393.0,"iZee Enterprises LLC, Lazer-2 Tbilisi Ltd., Cafe Rustaveli Ltd.",UNCITRAL,,Georgia-United States BIT,,
1511,"Bidzina Ivanishvili v. Georgia, ICSID Case No. ARB/12/27",,GEO,,France-Georgia BIT,793.0,Ivanishvili,ICSID,,France-Georgia BIT,,ARB/12/27
584,"Itera International Energy LLC and Itera Group NV v. Georgia, ICSID Case No. ARB/08/7",,GEO,,Georgia-Netherlands BIT,392.0,Itera International Energy LLC,ICSID,,Georgia-Netherlands BIT,,ARB/08/7
